Gene	SUN+DOM.A.6.22.1.D12	SUN+DOM.A.6.23.1.E1	SUN+DOM.A.6.24.1.E2	Min	Max	Median	Mean	Std
DGCR6L	1	1	0	0	1	1	0.666666666666667	0.577350269189626
DGCR8	6	6	4	4	6	6	5.33333333333333	1.15470053837925
DGKA	10	7	6	6	10	7	7.66666666666667	2.08166599946613
DGKB	8	5	2	2	8	5	5	3
DGKD	2	0	2	0	2	2	1.33333333333333	1.15470053837925
DGKE	17	9	11	9	17	11	12.3333333333333	4.16333199893227
DGKG	0	0	0	0	0	0	0	0
DGKH	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DGKI	1	1	0	0	1	1	0.666666666666667	0.577350269189626
DGKQ	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DGKZ	1	1	0	0	1	1	0.666666666666667	0.577350269189626
DGUOK	423	250	327	250	423	327	333.333333333333	86.6737176618918
DHCR24	10	5	6	5	10	6	7	2.64575131106459
DHCR7	5	1	4	1	5	4	3.33333333333333	2.08166599946613
DHDDS	38	26	24	24	38	26	29.3333333333333	7.57187779440036
DHDH	0	0	0	0	0	0	0	0
DHFR	11	5	8	5	11	8	8	3
DHFRL1	7	2	3	2	7	3	4	2.64575131106459
DHODH	9	11	6	6	11	9	8.66666666666667	2.51661147842358
DHPS	18	12	14	12	18	14	14.6666666666667	3.05505046330389
DHRS1	34	17	24	17	34	24	25	8.54400374531753
DHRS11	0	0	0	0	0	0	0	0
DHRS12	5	2	4	2	5	4	3.66666666666667	1.52752523165195
DHRS13	1	1	1	1	1	1	1	0
DHRS2	0	0	0	0	0	0	0	0
DHRS3	113	98	140	98	140	113	117	21.2837966537928
DHRS4	0	2	1	0	2	1	1	1
DHRS4-AS1	23	6	10	6	23	10	13	8.88819441731559
DHRS4L1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DHRS4L2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DHRS7	100	63	70	63	100	70	77.6666666666667	19.6553639837408
DHRS7B	60	41	34	34	60	41	45	13.4536240470737
DHRS9	7	2	5	2	7	5	4.66666666666667	2.51661147842358
DHRSX	19	17	14	14	19	17	16.6666666666667	2.51661147842358
DHTKD1	11	10	8	8	11	10	9.66666666666667	1.52752523165195
DHX15	68	45	54	45	68	54	55.6666666666667	11.5902257671425
DHX16	19	18	27	18	27	19	21.3333333333333	4.93288286231625
DHX29	90	59	65	59	90	65	71.3333333333333	16.4418166068514
DHX30	47	30	30	30	47	30	35.6666666666667	9.81495457622364
DHX32	18	8	11	8	18	11	12.3333333333333	5.13160143944688
DHX33	8	11	7	7	11	8	8.66666666666667	2.08166599946613
DHX34	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DHX35	2	1	4	1	4	2	2.33333333333333	1.52752523165195
DHX36	31	20	34	20	34	31	28.3333333333333	7.37111479583199
DHX37	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DHX38	12	10	10	10	12	10	10.6666666666667	1.15470053837925
DHX40	17	17	18	17	18	17	17.3333333333333	0.577350269189626
DHX57	3	3	5	3	5	3	3.66666666666667	1.15470053837925
DHX58	1	4	2	1	4	2	2.33333333333333	1.52752523165195
DHX8	24	32	34	24	34	32	30	5.29150262212918
DHX9	86	75	63	63	86	75	74.6666666666667	11.5036226178249
DIABLO	44	13	28	13	44	28	28.3333333333333	15.502687938978
DIAPH1	14	13	11	11	14	13	12.6666666666667	1.52752523165195
DIAPH2	7	11	13	7	13	11	10.3333333333333	3.05505046330389
DIAPH3	23	20	18	18	23	20	20.3333333333333	2.51661147842358
DICER1	36	23	24	23	36	24	27.6666666666667	7.23417813807024
DICER1-AS1	3	4	2	2	4	3	3	1
DIDO1	22	12	19	12	22	19	17.6666666666667	5.13160143944688
DIEXF	31	26	24	24	31	26	27	3.60555127546399
DIMT1	9	6	5	5	9	6	6.66666666666667	2.08166599946613
DIO1	0	0	0	0	0	0	0	0
DIO2	1	0	3	0	3	1	1.33333333333333	1.52752523165195
DIP2A	21	11	14	11	21	14	15.3333333333333	5.13160143944688
DIP2B	9	10	4	4	10	9	7.66666666666667	3.21455025366432
DIP2C	9	5	13	5	13	9	9	4
DIRAS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DIRAS2	1	1	1	1	1	1	1	0
DIRAS3	4	0	5	0	5	4	3	2.64575131106459
DIRC1	0	0	0	0	0	0	0	0
DIRC2	2	5	5	2	5	5	4	1.73205080756888
DIRC3	0	0	0	0	0	0	0	0
DIS3	23	28	22	22	28	23	24.3333333333333	3.21455025366432
DIS3L	10	11	12	10	12	11	11	1
DIS3L2	1	2	4	1	4	2	2.33333333333333	1.52752523165195
DISC1	2	0	4	0	4	2	2	2
DISC2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
DISP1	4	3	3	3	4	3	3.33333333333333	0.577350269189626
DISP2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DIXDC1	28	14	17	14	28	17	19.6666666666667	7.37111479583199
DKC1	40	41	43	40	43	41	41.3333333333333	1.52752523165195
DKFZP434A062	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DKFZP434I0714	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DKFZp434J0226	0	0	0	0	0	0	0	0
DKFZP434K028	0	0	0	0	0	0	0	0
DKFZP434L187	5	2	3	2	5	3	3.33333333333333	1.52752523165195
DKFZp434L192	0	0	0	0	0	0	0	0
DKFZp451B082	0	0	0	0	0	0	0	0
DKFZp566F0947	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DKFZP586I1420	0	3	2	0	3	2	1.66666666666667	1.52752523165195
DKFZP686I15217	9	6	5	5	9	6	6.66666666666667	2.08166599946613
DKFZp779M0652	0	0	0	0	0	0	0	0
DKK1	48	22	40	22	48	40	36.6666666666667	13.3166562369588
DKK2	0	0	0	0	0	0	0	0
DKK3	66	39	39	39	66	39	48	15.5884572681199
DKKL1	0	0	0	0	0	0	0	0
DLAT	11	7	8	7	11	8	8.66666666666667	2.08166599946613
DLC1	47	43	45	43	47	45	45	2
DLD	139	55	107	55	139	107	100.333333333333	42.3949682548924
DLEU1	23	20	20	20	23	20	21	1.73205080756888
DLEU2	6	4	6	4	6	6	5.33333333333333	1.15470053837925
DLEU2L	2	2	4	2	4	2	2.66666666666667	1.15470053837925
DLEU7-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DLG1	27	15	17	15	27	17	19.6666666666667	6.42910050732864
DLG1-AS1	0	0	0	0	0	0	0	0
DLG2	0	0	0	0	0	0	0	0
DLG3	8	13	7	7	13	8	9.33333333333333	3.21455025366432
DLG4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DLG5	35	9	11	9	35	11	18.3333333333333	14.4683562761405
DLG5-AS1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
DLGAP1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
DLGAP1-AS1	21	13	24	13	24	21	19.3333333333333	5.68624070307733
DLGAP1-AS3	0	0	0	0	0	0	0	0
DLGAP1-AS4	0	0	0	0	0	0	0	0
DLGAP1-AS5	0	0	0	0	0	0	0	0
DLGAP2	0	0	0	0	0	0	0	0
DLGAP4	9	18	12	9	18	12	13	4.58257569495584
DLGAP5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DLK2	0	0	0	0	0	0	0	0
DLL1	0	0	0	0	0	0	0	0
DLL3	0	2	2	0	2	2	1.33333333333333	1.15470053837925
DLL4	0	0	0	0	0	0	0	0
DLST	8	3	5	3	8	5	5.33333333333333	2.51661147842358
DLX1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DLX2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DLX3	0	0	0	0	0	0	0	0
DLX4	0	0	0	0	0	0	0	0
DLX5	0	0	0	0	0	0	0	0
DLX6-AS1	1	1	1	1	1	1	1	0
DMAP1	5	3	5	3	5	5	4.33333333333333	1.15470053837925
DMBX1	7	3	2	2	7	3	4	2.64575131106459
DMC1	22	15	8	8	22	15	15	7
DMD	43	19	21	19	43	21	27.6666666666667	13.3166562369588
DMGDH	2	1	1	1	2	1	1.33333333333333	0.577350269189626
DMKN	7	6	5	5	7	6	6	1
DMPK	3	0	3	0	3	3	2	1.73205080756888
DMRT2	0	0	0	0	0	0	0	0
DMRT3	0	0	0	0	0	0	0	0
DMRTA1	2	2	0	0	2	2	1.33333333333333	1.15470053837925
DMRTA2	0	0	0	0	0	0	0	0
DMTF1	22	14	27	14	27	22	21	6.557438524302
DMTN	0	0	0	0	0	0	0	0
DMWD	2	0	1	0	2	1	1	1
DMXL1	15	4	13	4	15	13	10.6666666666667	5.85946527708231
DMXL2	3	2	4	2	4	3	3	1
DNA2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
DNAAF2	8	9	9	8	9	9	8.66666666666667	0.577350269189626
DNAAF3	0	0	0	0	0	0	0	0
DNAH1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DNAH10	1	1	0	0	1	1	0.666666666666667	0.577350269189626
DNAH11	0	0	0	0	0	0	0	0
DNAH12	0	0	0	0	0	0	0	0
DNAH14	4	5	0	0	5	4	3	2.64575131106459
DNAH17	0	0	0	0	0	0	0	0
DNAH17-AS1	9	5	2	2	9	5	5.33333333333333	3.51188458428425
DNAH2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DNAH3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DNAH5	0	2	0	0	2	0	0.666666666666667	1.15470053837925
DNAH6	0	1	1	0	1	1	0.666666666666667	0.577350269189626
DNAH7	1	1	2	1	2	1	1.33333333333333	0.577350269189626
DNAH8	0	0	0	0	0	0	0	0
DNAJA1	326	177	228	177	326	228	243.666666666667	75.725381037888
DNAJA2	73	41	46	41	73	46	53.3333333333333	17.2143351115671
DNAJA3	17	8	5	5	17	8	10	6.2449979983984
DNAJA4	3	0	0	0	3	0	1	1.73205080756888
DNAJB1	32	22	24	22	32	24	26	5.29150262212918
DNAJB11	54	32	39	32	54	39	41.6666666666667	11.2398102000582
DNAJB12	46	35	42	35	46	42	41	5.56776436283002
DNAJB13	0	0	0	0	0	0	0	0
DNAJB14	65	59	67	59	67	65	63.6666666666667	4.16333199893227
DNAJB2	4	5	4	4	5	4	4.33333333333333	0.577350269189626
DNAJB4	66	44	76	44	76	66	62	16.3707055437449
DNAJB5	4	2	3	2	4	3	3	1
DNAJB6	195	117	145	117	195	145	152.333333333333	39.5137107006332
DNAJB7	0	0	0	0	0	0	0	0
DNAJB9	98	56	69	56	98	69	74.3333333333333	21.5019378971602
DNAJC1	16	16	26	16	26	16	19.3333333333333	5.77350269189626
DNAJC10	96	82	79	79	96	82	85.6666666666667	9.07377172587747
DNAJC11	5	6	5	5	6	5	5.33333333333333	0.577350269189626
DNAJC12	14	13	10	10	14	13	12.3333333333333	2.08166599946613
DNAJC13	28	21	27	21	28	27	25.3333333333333	3.78593889720018
DNAJC14	16	6	14	6	16	14	12	5.29150262212918
DNAJC15	275	185	220	185	275	220	226.666666666667	45.3688586293873
DNAJC16	19	17	13	13	19	17	16.3333333333333	3.05505046330389
DNAJC17	6	1	3	1	6	3	3.33333333333333	2.51661147842358
DNAJC18	17	15	21	15	21	17	17.6666666666667	3.05505046330389
DNAJC19	170	114	140	114	170	140	141.333333333333	28.0237994093116
DNAJC2	42	22	30	22	42	30	31.3333333333333	10.0664459136943
DNAJC21	32	41	38	32	41	38	37	4.58257569495584
DNAJC22	4	7	5	4	7	5	5.33333333333333	1.52752523165195
DNAJC24	43	16	25	16	43	25	28	13.7477270848675
DNAJC25	10	8	9	8	10	9	9	1
DNAJC27	8	2	3	2	8	3	4.33333333333333	3.21455025366432
DNAJC27-AS1	5	2	6	2	6	5	4.33333333333333	2.08166599946613
DNAJC28	6	3	4	3	6	4	4.33333333333333	1.52752523165195
DNAJC3	192	158	168	158	192	168	172.666666666667	17.4737898961082
DNAJC30	12	1	2	1	12	2	5	6.08276253029822
DNAJC4	4	4	2	2	4	4	3.33333333333333	1.15470053837925
DNAJC5	6	7	6	6	7	6	6.33333333333333	0.577350269189626
DNAJC5G	1	1	2	1	2	1	1.33333333333333	0.577350269189626
DNAJC6	8	5	4	4	8	5	5.66666666666667	2.08166599946613
DNAJC7	56	68	73	56	73	68	65.6666666666667	8.73689494805411
DNAJC8	399	333	336	333	399	336	356	37.2692903071684
DNAJC9	15	6	10	6	15	10	10.3333333333333	4.50924975282289
DNAJC9-AS1	4	3	1	1	4	3	2.66666666666667	1.52752523165195
DNAL1	63	34	35	34	63	35	44	16.4620776331543
DNAL4	2	2	0	0	2	2	1.33333333333333	1.15470053837925
DNALI1	15	7	7	7	15	7	9.66666666666667	4.61880215351701
DNASE1	9	7	7	7	9	7	7.66666666666667	1.15470053837925
DNASE1L1	2	1	3	1	3	2	2	1
DNASE1L2	0	0	0	0	0	0	0	0
DNASE1L3	0	0	0	0	0	0	0	0
DNASE2	57	36	44	36	57	44	45.6666666666667	10.5987420637231
DNASE2B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DND1	0	0	0	0	0	0	0	0
DNER	0	2	0	0	2	0	0.666666666666667	1.15470053837925
DNHD1	1	2	0	0	2	1	1	1
DNLZ	3	2	0	0	3	2	1.66666666666667	1.52752523165195
DNM1	0	0	0	0	0	0	0	0
DNM1L	36	43	31	31	43	36	36.6666666666667	6.02771377334171
DNM1P35	0	0	0	0	0	0	0	0
DNM1P41	0	0	0	0	0	0	0	0
DNM1P46	3	3	2	2	3	3	2.66666666666667	0.577350269189626
DNM2	3	3	4	3	4	3	3.33333333333333	0.577350269189626
DNM3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
DNM3OS	63	56	59	56	63	59	59.3333333333333	3.51188458428425
DNMBP	11	3	4	3	11	4	6	4.35889894354067
DNMBP-AS1	3	1	3	1	3	3	2.33333333333333	1.15470053837925
DNMT1	11	16	11	11	16	11	12.6666666666667	2.88675134594813
DNMT3A	4	3	2	2	4	3	3	1
DNMT3B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DNPEP	94	40	76	40	94	76	70	27.495454169735
DNPH1	22	11	10	10	22	11	14.3333333333333	6.65832811847939
DNTTIP1	16	13	10	10	16	13	13	3
DNTTIP2	118	101	126	101	126	118	115	12.7671453348037
DOC2A	0	0	0	0	0	0	0	0
DOC2B	0	0	0	0	0	0	0	0
DOCK1	43	23	28	23	43	28	31.3333333333333	10.4083299973307
DOCK10	1	2	0	0	2	1	1	1
DOCK11	4	3	4	3	4	4	3.66666666666667	0.577350269189626
DOCK2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DOCK3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DOCK4	4	5	1	1	5	4	3.33333333333333	2.08166599946613
DOCK5	10	9	7	7	10	9	8.66666666666667	1.52752523165195
DOCK6	4	4	1	1	4	4	3	1.73205080756888
DOCK7	32	19	31	19	32	31	27.3333333333333	7.23417813807024
DOCK8	0	0	0	0	0	0	0	0
DOCK9	5	4	2	2	5	4	3.66666666666667	1.52752523165195
DOHH	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DOK1	7	5	5	5	7	5	5.66666666666667	1.15470053837925
DOK3	1	1	1	1	1	1	1	0
DOK4	5	4	2	2	5	4	3.66666666666667	1.52752523165195
DOK5	27	22	16	16	27	22	21.6666666666667	5.5075705472861
DOK6	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DOK7	0	0	0	0	0	0	0	0
DOLK	13	7	7	7	13	7	9	3.46410161513775
DOLPP1	7	3	3	3	7	3	4.33333333333333	2.3094010767585
DOM3Z	1	3	4	1	4	3	2.66666666666667	1.52752523165195
DONSON	1	1	2	1	2	1	1.33333333333333	0.577350269189626
DOPEY1	6	10	14	6	14	10	10	4
DOPEY2	10	7	4	4	10	7	7	3
DOT1L	2	0	2	0	2	2	1.33333333333333	1.15470053837925
DPAGT1	70	42	46	42	70	46	52.6666666666667	15.1437555888007
DPCD	153	82	118	82	153	118	117.666666666667	35.5011736895181
DPEP1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DPF1	0	0	0	0	0	0	0	0
DPF2	41	20	25	20	41	25	28.6666666666667	10.9696551146029
DPF3	1	2	0	0	2	1	1	1
DPH1	0	0	0	0	0	0	0	0
DPH2	7	7	4	4	7	7	6	1.73205080756888
DPH3	151	77	87	77	151	87	105	40.1497197997695
DPH3P1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DPH5	49	34	43	34	49	43	42	7.54983443527075
DPH6	10	7	14	7	14	10	10.3333333333333	3.51188458428425
DPH6-AS1	0	0	0	0	0	0	0	0
DPH7	5	3	6	3	6	5	4.66666666666667	1.52752523165195
DPM1	151	88	135	88	151	135	124.666666666667	32.7465010853577
DPM2	19	8	13	8	19	13	13.3333333333333	5.5075705472861
DPM3	27	26	28	26	28	27	27	1
DPP3	22	12	13	12	22	13	15.6666666666667	5.5075705472861
DPP4	141	95	97	95	141	97	111	26
DPP7	10	13	14	10	14	13	12.3333333333333	2.08166599946613
DPP8	23	20	13	13	23	20	18.6666666666667	5.13160143944688
DPP9	21	9	8	8	21	9	12.6666666666667	7.23417813807024
DPPA2	0	0	0	0	0	0	0	0
DPPA3	0	0	0	0	0	0	0	0
DPPA4	3	2	0	0	3	2	1.66666666666667	1.52752523165195
DPRXP4	0	0	0	0	0	0	0	0
DPT	51	24	35	24	51	35	36.6666666666667	13.5769412362775
DPY19L1	23	10	18	10	23	18	17	6.557438524302
DPY19L1P1	2	1	2	1	2	2	1.66666666666667	0.577350269189626
DPY19L2	0	0	0	0	0	0	0	0
DPY19L2P1	0	0	0	0	0	0	0	0
DPY19L2P2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DPY19L2P3	0	0	0	0	0	0	0	0
DPY19L2P4	0	0	0	0	0	0	0	0
DPY19L3	12	3	4	3	12	4	6.33333333333333	4.93288286231625
DPY19L4	45	20	15	15	45	20	26.6666666666667	16.0727512683216
DPY30	192	119	133	119	192	133	148	38.742741255621
DPYD	25	13	26	13	26	25	21.3333333333333	7.23417813807024
DPYD-AS1	0	0	0	0	0	0	0	0
DPYS	0	0	0	0	0	0	0	0
DPYSL2	569	403	390	390	569	403	454	99.8048095033501
DPYSL3	125	72	97	72	125	97	98	26.5141471671257
DPYSL4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DPYSL5	7	0	6	0	7	6	4.33333333333333	3.78593889720018
DQX1	0	0	0	0	0	0	0	0
DR1	26	19	14	14	26	19	19.6666666666667	6.02771377334171
DRAM1	51	25	36	25	51	36	37.3333333333333	13.0511813003013
DRAM2	75	41	60	41	75	60	58.6666666666667	17.0391705588427
DRAP1	26	10	12	10	26	12	16	8.71779788708135
DRAXIN	0	0	0	0	0	0	0	0
DRC1	0	0	0	0	0	0	0	0
DRD1	0	0	0	0	0	0	0	0
DRD4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DRD5	0	0	0	0	0	0	0	0
DRG1	179	94	124	94	179	124	132.333333333333	43.1083905212585
DRG2	36	14	10	10	36	14	20	14
DROSHA	14	3	11	3	14	11	9.33333333333333	5.68624070307733
DRP2	4	0	0	0	4	0	1.33333333333333	2.3094010767585
DSC1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DSC2	0	0	0	0	0	0	0	0
DSC3	4	2	5	2	5	4	3.66666666666667	1.52752523165195
DSCAM-AS1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
DSCC1	1	2	0	0	2	1	1	1
DSCR3	46	28	50	28	50	46	41.3333333333333	11.7189305541646
DSCR8	0	0	0	0	0	0	0	0
DSCR9	0	0	0	0	0	0	0	0
DSE	54	47	46	46	54	47	49	4.35889894354067
DSEL	75	60	51	51	75	60	62	12.1243556529821
DSG2	1	5	2	1	5	2	2.66666666666667	2.08166599946613
DSG3	21	14	12	12	21	14	15.6666666666667	4.72581562625261
DSN1	16	1	2	1	16	2	6.33333333333333	8.38649708360608
DSP	32	21	19	19	32	21	24	7
DST	201	178	166	166	201	178	181.666666666667	17.7857620959388
DSTN	1343	883	1000	883	1343	1000	1075.33333333333	239.073907679892
DSTNP2	4	2	0	0	4	2	2	2
DSTYK	25	14	12	12	25	14	17	7
DTD1	51	25	40	25	51	40	38.6666666666667	13.0511813003013
DTD2	27	15	9	9	27	15	17	9.16515138991168
DTL	0	0	0	0	0	0	0	0
DTNA	10	4	4	4	10	4	6	3.46410161513775
DTNB	1	1	1	1	1	1	1	0
DTNBP1	4	5	7	4	7	5	5.33333333333333	1.52752523165195
DTWD1	138	76	108	76	138	108	107.333333333333	31.005375877956
DTWD2	10	9	12	9	12	10	10.3333333333333	1.52752523165195
DTX1	0	0	0	0	0	0	0	0
DTX2	0	0	0	0	0	0	0	0
DTX2P1-UPK3BP1-PMS2P11	0	0	0	0	0	0	0	0
DTX3	6	4	4	4	6	4	4.66666666666667	1.15470053837925
DTX3L	12	5	10	5	12	10	9	3.60555127546399
DTX4	8	1	1	1	8	1	3.33333333333333	4.04145188432738
DTYMK	11	3	9	3	11	9	7.66666666666667	4.16333199893227
DUOX1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DUOXA1	0	0	0	0	0	0	0	0
DUS1L	3	1	2	1	3	2	2	1
DUS2L	4	1	5	1	5	4	3.33333333333333	2.08166599946613
DUS3L	3	2	2	2	3	2	2.33333333333333	0.577350269189626
DUS4L	0	4	4	0	4	4	2.66666666666667	2.3094010767585
DUSP1	11	7	5	5	11	7	7.66666666666667	3.05505046330389
DUSP10	15	18	10	10	18	15	14.3333333333333	4.04145188432738
DUSP11	122	68	88	68	122	88	92.6666666666667	27.3007936392577
DUSP12	19	17	16	16	19	17	17.3333333333333	1.52752523165195
DUSP14	61	45	37	37	61	45	47.6666666666667	12.2202018532156
DUSP15	0	0	0	0	0	0	0	0
DUSP16	10	4	2	2	10	4	5.33333333333333	4.16333199893227
DUSP18	3	4	0	0	4	3	2.33333333333333	2.08166599946613
DUSP19	6	2	8	2	8	6	5.33333333333333	3.05505046330389
DUSP2	0	0	0	0	0	0	0	0
DUSP22	44	16	24	16	44	24	28	14.422205101856
DUSP23	16	9	9	9	16	9	11.3333333333333	4.04145188432738
DUSP26	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DUSP28	2	1	3	1	3	2	2	1
DUSP3	72	30	63	30	72	63	55	22.113344387496
DUSP4	2	2	0	0	2	2	1.33333333333333	1.15470053837925
DUSP5	2	0	2	0	2	2	1.33333333333333	1.15470053837925
DUSP5P1	0	0	0	0	0	0	0	0
DUSP6	6	3	2	2	6	3	3.66666666666667	2.08166599946613
DUSP7	4	4	2	2	4	4	3.33333333333333	1.15470053837925
DUSP8	0	0	0	0	0	0	0	0
DUT	49	28	21	21	49	28	32.6666666666667	14.5716619962629
DUXA	2	3	3	2	3	3	2.66666666666667	0.577350269189626
DVL1	4	2	3	2	4	3	3	1
DVL2	5	3	3	3	5	3	3.66666666666667	1.15470053837925
DVL3	18	8	9	8	18	9	11.6666666666667	5.5075705472861
DYDC1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
DYDC2	0	0	0	0	0	0	0	0
DYM	13	9	16	9	16	13	12.6666666666667	3.51188458428425
DYNAP	0	0	0	0	0	0	0	0
DYNC1H1	148	115	123	115	148	123	128.666666666667	17.2143351115671
DYNC1I1	3	1	3	1	3	3	2.33333333333333	1.15470053837925
DYNC1I2	212	155	180	155	212	180	182.333333333333	28.5715476187996
DYNC1LI1	23	18	22	18	23	22	21	2.64575131106459
DYNC1LI2	142	93	130	93	142	130	121.666666666667	25.5408170059874
DYNC2H1	40	28	30	28	40	30	32.6666666666667	6.42910050732864
DYNC2LI1	43	22	27	22	43	27	30.6666666666667	10.9696551146029
DYNLL1	1996	1215	1575	1215	1996	1575	1595.33333333333	390.896832084034
DYNLL1-AS1	12	11	10	10	12	11	11	1
DYNLL2	1	0	2	0	2	1	1	1
DYNLRB1	473	308	360	308	473	360	380.333333333333	84.3583625572079
DYNLRB2	4	3	2	2	4	3	3	1
DYNLT1	850	529	668	529	850	668	682.333333333333	160.979294734861
DYNLT3	359	266	270	266	359	270	298.333333333333	52.5769277662107
DYRK1A	17	9	14	9	17	14	13.3333333333333	4.04145188432738
DYRK1B	0	2	1	0	2	1	1	1
DYRK2	24	16	16	16	24	16	18.6666666666667	4.61880215351701
DYRK3	4	1	4	1	4	4	3	1.73205080756888
DYRK4	87	43	62	43	87	62	64	22.0680764907139
DYSF	18	14	11	11	18	14	14.3333333333333	3.51188458428425
DYX1C1	12	2	2	2	12	2	5.33333333333333	5.77350269189626
DZANK1	6	2	4	2	6	4	4	2
DZIP1	29	18	21	18	29	21	22.6666666666667	5.68624070307733
DZIP1L	6	2	5	2	6	5	4.33333333333333	2.08166599946613
DZIP3	13	8	17	8	17	13	12.6666666666667	4.50924975282289
E2F1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
E2F2	2	1	0	0	2	1	1	1
E2F3	9	6	5	5	9	6	6.66666666666667	2.08166599946613
E2F4	13	8	14	8	14	13	11.6666666666667	3.21455025366432
E2F5	2	2	1	1	2	2	1.66666666666667	0.577350269189626
E2F6	8	8	8	8	8	8	8	0
E2F7	7	4	5	4	7	5	5.33333333333333	1.52752523165195
E2F8	0	0	0	0	0	0	0	0
E4F1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
EAF1	12	9	10	9	12	10	10.3333333333333	1.52752523165195
EAF2	1	1	9	1	9	1	3.66666666666667	4.61880215351701
EAPP	241	133	154	133	241	154	176	57.2625532088816
EARS2	3	3	4	3	4	3	3.33333333333333	0.577350269189626
EBAG9	34	16	27	16	34	27	25.6666666666667	9.07377172587747
EBF1	8	3	4	3	8	4	5	2.64575131106459
EBF2	3	3	5	3	5	3	3.66666666666667	1.15470053837925
EBF3	15	5	8	5	15	8	9.33333333333333	5.13160143944688
EBF4	0	0	0	0	0	0	0	0
EBI3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
EBLN2	4	2	2	2	4	2	2.66666666666667	1.15470053837925
EBNA1BP2	58	45	48	45	58	48	50.3333333333333	6.80685928555405
EBP	25	24	28	24	28	25	25.6666666666667	2.08166599946613
EBPL	5	7	6	5	7	6	6	1
ECD	26	32	23	23	32	26	27	4.58257569495584
ECE1	26	21	20	20	26	21	22.3333333333333	3.21455025366432
ECE2	13	13	14	13	14	13	13.3333333333333	0.577350269189626
ECEL1	0	0	0	0	0	0	0	0
ECEL1P2	0	0	0	0	0	0	0	0
ECH1	372	222	305	222	372	305	299.666666666667	75.1420876295923
ECHDC1	102	78	97	78	102	97	92.3333333333333	12.6622799421484
ECHDC2	13	8	8	8	13	8	9.66666666666667	2.88675134594813
ECHDC3	3	2	2	2	3	2	2.33333333333333	0.577350269189626
ECHS1	129	78	86	78	129	86	97.6666666666667	27.4286954362276
ECI1	35	24	16	16	35	24	25	9.53939201416946
ECI2	147	95	104	95	147	104	115.333333333333	27.7908857961263
ECM1	12	1	6	1	12	6	6.33333333333333	5.5075705472861
ECM2	51	49	61	49	61	51	53.6666666666667	6.42910050732864
ECSCR	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ECSIT	6	5	8	5	8	6	6.33333333333333	1.52752523165195
ECT2	9	13	5	5	13	9	9	4
ECT2L	1	3	0	0	3	1	1.33333333333333	1.52752523165195
EDA	0	0	1	0	1	0	0.333333333333333	0.577350269189626
EDA2R	37	14	20	14	37	20	23.6666666666667	11.9303534454489
EDAR	0	0	0	0	0	0	0	0
EDARADD	0	0	0	0	0	0	0	0
EDC3	19	10	10	10	19	10	13	5.19615242270663
EDC4	4	2	2	2	4	2	2.66666666666667	1.15470053837925
EDEM1	46	26	34	26	46	34	35.3333333333333	10.0664459136943
EDEM2	74	46	43	43	74	46	54.3333333333333	17.0977581376429
EDEM3	39	16	29	16	39	29	28	11.5325625946708
