Gene	ENT.A.6.10.1.D5	ENT.A.6.11.1.D6	ENT.A.6.12.1.D7	Min	Max	Median	Mean	Std
BIRC3	0	2	0	0	2	0	0.666666666666667	1.15470053837925
BIRC5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
BIRC6	44	33	10	10	44	33	29	17.3493515728975
BIVM	24	15	7	7	24	15	15.3333333333333	8.50490054811538
BIVM-ERCC5	0	0	0	0	0	0	0	0
BLCAP	27	17	12	12	27	17	18.6666666666667	7.63762615825973
BLID	2	3	1	1	3	2	2	1
BLM	0	0	0	0	0	0	0	0
BLMH	24	16	9	9	24	16	16.3333333333333	7.50555349946513
BLNK	0	0	0	0	0	0	0	0
BLOC1S1	111	89	44	44	111	89	81.3333333333333	34.1516227042484
BLOC1S2	134	109	49	49	134	109	97.3333333333333	43.6844747402705
BLOC1S3	26	11	6	6	26	11	14.3333333333333	10.4083299973307
BLOC1S4	5	5	1	1	5	5	3.66666666666667	2.3094010767585
BLOC1S5	1	1	1	1	1	1	1	0
BLOC1S6	74	60	32	32	74	60	55.3333333333333	21.3853532431273
BLVRA	110	90	38	38	110	90	79.3333333333333	37.1662929727103
BLVRB	27	19	8	8	27	19	18	9.53939201416946
BLZF1	20	20	5	5	20	20	15	8.66025403784439
BMF	1	0	0	0	1	0	0.333333333333333	0.577350269189626
BMI1	0	0	0	0	0	0	0	0
BMP1	2	11	5	2	11	5	6	4.58257569495584
BMP2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
BMP2K	0	3	1	0	3	1	1.33333333333333	1.52752523165195
BMP3	0	2	0	0	2	0	0.666666666666667	1.15470053837925
BMP4	52	46	15	15	52	46	37.6666666666667	19.8578280114753
BMP5	0	0	0	0	0	0	0	0
BMP6	24	16	4	4	24	16	14.6666666666667	10.0664459136943
BMP7	5	6	0	0	6	5	3.66666666666667	3.21455025366432
BMP8A	1	2	2	1	2	2	1.66666666666667	0.577350269189626
BMP8B	0	1	2	0	2	1	1	1
BMPER	0	0	0	0	0	0	0	0
BMPR1A	12	8	2	2	12	8	7.33333333333333	5.03322295684717
BMPR1B	0	0	0	0	0	0	0	0
BMPR2	80	46	25	25	80	46	50.3333333333333	27.7548794508882
BMS1	72	70	30	30	72	70	57.3333333333333	23.6924741918891
BMS1P1	3	4	1	1	4	3	2.66666666666667	1.52752523165195
BMS1P2	7	1	3	1	7	3	3.66666666666667	3.05505046330389
BMS1P4	2	2	1	1	2	2	1.66666666666667	0.577350269189626
BMS1P5	1	9	0	0	9	1	3.33333333333333	4.93288286231625
BMS1P6	1	5	3	1	5	3	3	2
BMX	2	0	0	0	2	0	0.666666666666667	1.15470053837925
BNC1	3	1	0	0	3	1	1.33333333333333	1.52752523165195
BNC2	19	18	12	12	19	18	16.3333333333333	3.78593889720018
BNIP1	36	25	9	9	36	25	23.3333333333333	13.5769412362775
BNIP2	20	26	7	7	26	20	17.6666666666667	9.71253485622231
BNIP3	214	175	81	81	214	175	156.666666666667	68.369096332578
BNIP3L	1051	881	323	323	1051	881	751.666666666667	380.842924751574
BNIPL	6	6	2	2	6	6	4.66666666666667	2.3094010767585
BOC	0	0	0	0	0	0	0	0
BOD1	20	19	6	6	20	19	15	7.81024967590665
BOD1L1	74	50	19	19	74	50	47.6666666666667	27.5741424768447
BOK	6	4	3	3	6	4	4.33333333333333	1.52752523165195
BOK-AS1	0	0	0	0	0	0	0	0
BOLA1	6	2	2	2	6	2	3.33333333333333	2.3094010767585
BOLA2	0	0	0	0	0	0	0	0
BOLA3	88	62	31	31	88	62	60.3333333333333	28.5365263010993
BOLA3-AS1	6	3	2	2	6	3	3.66666666666667	2.08166599946613
BOP1	2	0	3	0	3	2	1.66666666666667	1.52752523165195
BORA	3	4	0	0	4	3	2.33333333333333	2.08166599946613
BPGM	200	147	64	64	200	147	137	68.5492523664555
BPHL	10	4	2	2	10	4	5.33333333333333	4.16333199893227
BPI	0	0	0	0	0	0	0	0
BPNT1	36	30	7	7	36	30	24.3333333333333	15.3079500042734
BPTF	55	52	17	17	55	52	41.3333333333333	21.1266025033211
BRAF	0	4	0	0	4	0	1.33333333333333	2.3094010767585
BRAP	8	7	7	7	8	7	7.33333333333333	0.577350269189626
BRAT1	5	5	0	0	5	5	3.33333333333333	2.88675134594813
BRCA1	12	13	4	4	13	12	9.66666666666667	4.93288286231625
BRCA2	2	3	3	2	3	3	2.66666666666667	0.577350269189626
BRCC3	53	35	22	22	53	35	36.6666666666667	15.5670592384475
BRD1	9	6	2	2	9	6	5.66666666666667	3.51188458428425
BRD2	33	28	11	11	33	28	24	11.5325625946708
BRD3	15	8	9	8	15	9	10.6666666666667	3.78593889720018
BRD4	17	9	6	6	17	9	10.6666666666667	5.68624070307733
BRD7	15	23	11	11	23	15	16.3333333333333	6.11010092660779
BRD7P3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
BRD8	84	58	28	28	84	58	56.6666666666667	28.0237994093116
BRD9	3	2	1	1	3	2	2	1
BRDT	1	2	0	0	2	1	1	1
BRE	72	54	31	31	72	54	52.3333333333333	20.5507501890645
BRE-AS1	0	0	0	0	0	0	0	0
BREA2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
BRF1	2	2	2	2	2	2	2	0
BRF2	13	9	2	2	13	9	8	5.56776436283002
BRI3	46	43	27	27	46	43	38.6666666666667	10.2143689640297
BRI3BP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
BRICD5	0	0	0	0	0	0	0	0
BRIP1	23	12	9	9	23	12	14.6666666666667	7.37111479583199
BRIX1	92	83	40	40	92	83	71.6666666666667	27.7908857961263
BRK1	839	618	235	235	839	618	564	305.599410994197
BRMS1	7	7	6	6	7	7	6.66666666666667	0.577350269189626
BRMS1L	8	4	2	2	8	4	4.66666666666667	3.05505046330389
BROX	28	30	14	14	30	28	24	8.71779788708135
BRPF1	6	3	0	0	6	3	3	3
BRPF3	6	4	3	3	6	4	4.33333333333333	1.52752523165195
BRS3	0	0	0	0	0	0	0	0
BRSK1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
BRSK2	0	0	0	0	0	0	0	0
BRWD1	49	32	17	17	49	32	32.6666666666667	16.0104132780304
BRWD1-AS1	0	0	0	0	0	0	0	0
BRWD1-IT2	0	0	0	0	0	0	0	0
BRWD3	4	11	2	2	11	4	5.66666666666667	4.72581562625261
BSCL2	0	0	0	0	0	0	0	0
BSDC1	59	36	16	16	59	36	37	21.51743479135
BSG	37	35	12	12	37	35	28	13.8924439894498
BSN	0	0	0	0	0	0	0	0
BSN-AS2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
BSPRY	1	0	0	0	1	0	0.333333333333333	0.577350269189626
BST1	6	6	2	2	6	6	4.66666666666667	2.3094010767585
BST2	0	0	0	0	0	0	0	0
BTAF1	16	15	5	5	16	15	12	6.08276253029822
BTBD1	16	15	5	5	16	15	12	6.08276253029822
BTBD10	75	48	14	14	75	48	45.6666666666667	30.566866593312
BTBD11	0	0	0	0	0	0	0	0
BTBD16	0	0	1	0	1	0	0.333333333333333	0.577350269189626
BTBD18	0	0	0	0	0	0	0	0
BTBD19	0	0	1	0	1	0	0.333333333333333	0.577350269189626
BTBD2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
BTBD3	5	2	1	1	5	2	2.66666666666667	2.08166599946613
BTBD6	22	11	5	5	22	11	12.6666666666667	8.62167810425171
BTBD7	18	19	8	8	19	18	15	6.08276253029822
BTBD8	0	0	1	0	1	0	0.333333333333333	0.577350269189626
BTBD9	3	5	1	1	5	3	3	2
BTC	0	0	0	0	0	0	0	0
BTD	42	21	11	11	42	21	24.6666666666667	15.8219257150744
BTF3	1847	1443	602	602	1847	1443	1297.33333333333	635.153787151847
BTF3L4	249	183	65	65	249	183	165.666666666667	93.2165936587115
BTF3P11	0	0	0	0	0	0	0	0
BTG1	30	30	14	14	30	30	24.6666666666667	9.23760430703401
BTG2	20	12	5	5	20	12	12.3333333333333	7.50555349946513
BTG3	19	23	12	12	23	19	18	5.56776436283002
BTG4	0	0	0	0	0	0	0	0
BTLA	3	2	0	0	3	2	1.66666666666667	1.52752523165195
BTN2A1	31	19	5	5	31	19	18.3333333333333	13.0128141972954
BTN2A2	7	6	4	4	7	6	5.66666666666667	1.52752523165195
BTN2A3P	0	1	1	0	1	1	0.666666666666667	0.577350269189626
BTN3A1	9	4	2	2	9	4	5	3.60555127546399
BTN3A2	13	10	8	8	13	10	10.3333333333333	2.51661147842358
BTN3A3	15	5	1	1	15	5	7	7.21110255092798
BTNL9	0	0	0	0	0	0	0	0
BTRC	7	10	4	4	10	7	7	3
BUB1	2	1	0	0	2	1	1	1
BUB1B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
BUB3	141	114	35	35	141	114	96.6666666666667	55.0847831377535
BUD13	2	9	5	2	9	5	5.33333333333333	3.51188458428425
BUD31	142	90	44	44	142	90	92	49.0306026885251
BVES	13	6	9	6	13	9	9.33333333333333	3.51188458428425
BVES-AS1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
BYSL	5	4	1	1	5	4	3.33333333333333	2.08166599946613
BZRAP1	0	0	0	0	0	0	0	0
BZRAP1-AS1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
BZW1	505	317	133	133	505	317	318.333333333333	186.003584194857
BZW2	46	32	8	8	46	32	28.6666666666667	19.2180470738661
C10orf10	106	76	46	46	106	76	76	30
C10orf107	1	3	0	0	3	1	1.33333333333333	1.52752523165195
C10orf11	0	0	1	0	1	0	0.333333333333333	0.577350269189626
C10orf111	2	0	0	0	2	0	0.666666666666667	1.15470053837925
C10orf114	0	0	0	0	0	0	0	0
C10orf118	55	60	25	25	60	55	46.6666666666667	18.9296944860009
C10orf12	5	2	2	2	5	2	3	1.73205080756888
C10orf126	0	0	0	0	0	0	0	0
C10orf129	0	0	0	0	0	0	0	0
C10orf131	0	2	0	0	2	0	0.666666666666667	1.15470053837925
C10orf137	6	8	9	6	9	8	7.66666666666667	1.52752523165195
C10orf2	6	3	0	0	6	3	3	3
C10orf25	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C10orf32	95	75	27	27	95	75	65.6666666666667	34.9475797922164
C10orf32-AS3MT	9	9	2	2	9	9	6.66666666666667	4.04145188432738
C10orf35	2	0	0	0	2	0	0.666666666666667	1.15470053837925
C10orf54	0	0	1	0	1	0	0.333333333333333	0.577350269189626
C10orf55	0	0	0	0	0	0	0	0
C10orf67	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C10orf68	0	0	0	0	0	0	0	0
C10orf71	0	0	0	0	0	0	0	0
C10orf76	12	8	3	3	12	8	7.66666666666667	4.50924975282289
C10orf85	0	0	0	0	0	0	0	0
C10orf88	5	2	0	0	5	2	2.33333333333333	2.51661147842358
C10orf90	0	0	0	0	0	0	0	0
C11orf1	39	21	6	6	39	21	22	16.5227116418583
C11orf16	0	0	0	0	0	0	0	0
C11orf21	0	0	0	0	0	0	0	0
C11orf24	19	16	12	12	19	16	15.6666666666667	3.51188458428425
C11orf30	4	10	2	2	10	4	5.33333333333333	4.16333199893227
C11orf31	96	82	31	31	96	82	69.6666666666667	34.2101349505279
C11orf34	2	0	0	0	2	0	0.666666666666667	1.15470053837925
C11orf35	0	0	0	0	0	0	0	0
C11orf44	0	0	0	0	0	0	0	0
C11orf45	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C11orf48	142	103	41	41	142	103	95.3333333333333	50.9345985881241
C11orf49	17	15	4	4	17	15	12	7
C11orf54	24	20	7	7	24	20	17	8.88819441731559
C11orf57	32	28	17	17	32	28	25.6666666666667	7.76745346515403
C11orf58	746	586	247	247	746	586	526.333333333333	254.794688589329
C11orf63	7	3	1	1	7	3	3.66666666666667	3.05505046330389
C11orf65	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C11orf68	5	8	7	5	8	7	6.66666666666667	1.52752523165195
C11orf70	24	31	14	14	31	24	23	8.54400374531753
C11orf71	2	3	1	1	3	2	2	1
C11orf73	212	167	60	60	212	167	146.333333333333	78.0790198025906
C11orf74	74	56	28	28	74	56	52.6666666666667	23.1804515342849
C11orf80	1	1	1	1	1	1	1	0
C11orf82	0	0	0	0	0	0	0	0
C11orf83	13	12	8	8	13	12	11	2.64575131106459
C11orf84	2	1	0	0	2	1	1	1
C11orf87	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C11orf88	0	0	0	0	0	0	0	0
C11orf91	2	1	1	1	2	1	1.33333333333333	0.577350269189626
C11orf92	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C11orf93	0	0	0	0	0	0	0	0
C11orf95	5	1	2	1	5	2	2.66666666666667	2.08166599946613
C11orf96	6	6	5	5	6	6	5.66666666666667	0.577350269189626
C12orf10	75	73	28	28	75	73	58.6666666666667	26.5769323537035
C12orf23	149	127	43	43	149	127	106.333333333333	55.9404445221285
C12orf29	28	24	10	10	28	24	20.6666666666667	9.45163125250522
C12orf36	0	0	0	0	0	0	0	0
C12orf39	0	0	0	0	0	0	0	0
C12orf4	17	17	11	11	17	17	15	3.46410161513775
C12orf40	0	0	0	0	0	0	0	0
C12orf43	9	9	1	1	9	9	6.33333333333333	4.61880215351701
C12orf44	31	27	7	7	31	27	21.6666666666667	12.8582010146573
C12orf45	32	26	9	9	32	26	22.3333333333333	11.9303534454489
C12orf49	3	2	1	1	3	2	2	1
C12orf5	58	54	11	11	58	54	41	26.0576284415908
C12orf52	5	2	0	0	5	2	2.33333333333333	2.51661147842358
C12orf54	0	0	0	0	0	0	0	0
C12orf57	622	457	191	191	622	457	423.333333333333	217.463406883396
C12orf60	1	1	3	1	3	1	1.66666666666667	1.15470053837925
C12orf61	1	0	1	0	1	1	0.666666666666667	0.577350269189626
C12orf65	53	42	28	28	53	42	41	12.5299640861417
C12orf66	3	0	1	0	3	1	1.33333333333333	1.52752523165195
C12orf68	0	3	1	0	3	1	1.33333333333333	1.52752523165195
C12orf71	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C12orf73	12	8	3	3	12	8	7.66666666666667	4.50924975282289
C12orf75	22	18	4	4	22	18	14.6666666666667	9.45163125250522
C12orf76	1	1	0	0	1	1	0.666666666666667	0.577350269189626
C12orf77	1	0	1	0	1	1	0.666666666666667	0.577350269189626
C12orf79	0	0	0	0	0	0	0	0
C12orf80	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C13orf45	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C14orf1	93	66	19	19	93	66	59.3333333333333	37.4477413649119
C14orf105	7	9	3	3	9	7	6.33333333333333	3.05505046330389
C14orf119	218	173	74	74	218	173	155	73.668174946852
C14orf132	15	17	3	3	17	15	11.6666666666667	7.57187779440036
C14orf142	18	12	9	9	18	12	13	4.58257569495584
C14orf159	17	16	11	11	17	16	14.6666666666667	3.21455025366432
C14orf166	423	318	118	118	423	318	286.333333333333	154.946227231686
C14orf169	6	6	0	0	6	6	4	3.46410161513775
C14orf178	2	3	1	1	3	2	2	1
C14orf180	0	0	0	0	0	0	0	0
C14orf182	0	1	2	0	2	1	1	1
C14orf2	649	506	191	191	649	506	448.666666666667	234.321004891438
C14orf23	19	14	6	6	19	14	13	6.557438524302
C14orf28	6	2	3	2	6	3	3.66666666666667	2.08166599946613
C14orf37	2	1	2	1	2	2	1.66666666666667	0.577350269189626
C14orf64	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C14orf79	3	0	0	0	3	0	1	1.73205080756888
C14orf80	0	0	0	0	0	0	0	0
C14orf93	2	1	0	0	2	1	1	1
C15orf26	0	0	0	0	0	0	0	0
C15orf37	2	1	1	1	2	1	1.33333333333333	0.577350269189626
C15orf38	0	0	0	0	0	0	0	0
C15orf38-AP3S2	2	3	1	1	3	2	2	1
C15orf39	2	1	2	1	2	2	1.66666666666667	0.577350269189626
C15orf40	74	47	28	28	74	47	49.6666666666667	23.1156512634477
C15orf41	9	4	1	1	9	4	4.66666666666667	4.04145188432738
C15orf48	20	10	5	5	20	10	11.6666666666667	7.63762615825973
C15orf52	3	3	1	1	3	3	2.33333333333333	1.15470053837925
C15orf54	0	0	0	0	0	0	0	0
C15orf57	42	25	10	10	42	25	25.6666666666667	16.0104132780304
C15orf59	0	0	0	0	0	0	0	0
C15orf60	0	0	0	0	0	0	0	0
C15orf61	12	19	11	11	19	12	14	4.35889894354067
C15orf62	0	0	0	0	0	0	0	0
C15orf65	25	13	2	2	25	13	13.3333333333333	11.5036226178249
C16orf13	27	24	10	10	27	24	20.3333333333333	9.07377172587747
C16orf3	0	0	0	0	0	0	0	0
C16orf45	23	19	6	6	23	19	16	8.88819441731559
C16orf46	3	3	1	1	3	3	2.33333333333333	1.15470053837925
C16orf47	0	0	0	0	0	0	0	0
C16orf52	12	2	3	2	12	3	5.66666666666667	5.5075705472861
C16orf54	0	0	0	0	0	0	0	0
C16orf55	2	7	2	2	7	2	3.66666666666667	2.88675134594813
C16orf58	4	9	4	4	9	4	5.66666666666667	2.88675134594813
C16orf59	0	0	0	0	0	0	0	0
C16orf62	43	50	10	10	50	43	34.3333333333333	21.3619599600162
C16orf70	4	6	1	1	6	4	3.66666666666667	2.51661147842358
C16orf71	0	0	0	0	0	0	0	0
C16orf72	30	16	8	8	30	16	18	11.13552872566
C16orf74	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C16orf80	34	24	16	16	34	24	24.6666666666667	9.01849950564579
C16orf86	0	0	0	0	0	0	0	0
C16orf87	30	28	12	12	30	28	23.3333333333333	9.8657657246325
C16orf89	2	2	0	0	2	2	1.33333333333333	1.15470053837925
C16orf91	8	8	0	0	8	8	5.33333333333333	4.61880215351701
C16orf93	2	0	0	0	2	0	0.666666666666667	1.15470053837925
C16orf95	3	1	0	0	3	1	1.33333333333333	1.52752523165195
C16orf98	0	0	0	0	0	0	0	0
C17orf100	0	0	1	0	1	0	0.333333333333333	0.577350269189626
C17orf102	0	0	0	0	0	0	0	0
C17orf103	18	18	4	4	18	18	13.3333333333333	8.08290376865476
C17orf104	0	0	0	0	0	0	0	0
C17orf107	3	0	0	0	3	0	1	1.73205080756888
C17orf47	0	0	0	0	0	0	0	0
C17orf49	2	4	2	2	4	2	2.66666666666667	1.15470053837925
C17orf50	0	0	0	0	0	0	0	0
C17orf51	7	8	3	3	8	7	6	2.64575131106459
C17orf53	0	0	0	0	0	0	0	0
C17orf58	1	2	0	0	2	1	1	1
C17orf59	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C17orf62	2	3	3	2	3	3	2.66666666666667	0.577350269189626
C17orf64	0	0	0	0	0	0	0	0
C17orf67	0	1	2	0	2	1	1	1
C17orf70	0	1	1	0	1	1	0.666666666666667	0.577350269189626
C17orf72	0	0	0	0	0	0	0	0
C17orf75	46	41	13	13	46	41	33.3333333333333	17.7857620959388
C17orf76-AS1	3309	2589	987	987	3309	2589	2295	1188.59076220539
C17orf77	2	2	0	0	2	2	1.33333333333333	1.15470053837925
C17orf78	0	0	1	0	1	0	0.333333333333333	0.577350269189626
C17orf80	20	22	20	20	22	20	20.6666666666667	1.15470053837925
C17orf82	0	0	0	0	0	0	0	0
C17orf85	37	32	12	12	37	32	27	13.228756555323
C17orf89	15	12	4	4	15	12	10.3333333333333	5.68624070307733
C17orf96	2	0	0	0	2	0	0.666666666666667	1.15470053837925
C17orf97	1	1	2	1	2	1	1.33333333333333	0.577350269189626
C17orf98	0	0	0	0	0	0	0	0
C18orf21	10	6	0	0	10	6	5.33333333333333	5.03322295684717
C18orf25	8	6	7	6	8	7	7	1
C18orf32	1	4	2	1	4	2	2.33333333333333	1.52752523165195
C18orf54	1	1	0	0	1	1	0.666666666666667	0.577350269189626
C18orf56	1	1	0	0	1	1	0.666666666666667	0.577350269189626
C18orf61	2	1	0	0	2	1	1	1
C18orf63	0	0	0	0	0	0	0	0
C18orf8	9	1	0	0	9	1	3.33333333333333	4.93288286231625
C19orf10	129	98	58	58	129	98	95	35.5949434611154
C19orf12	33	30	15	15	33	30	26	9.64365076099295
C19orf18	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C19orf24	7	8	0	0	8	7	5	4.35889894354067
C19orf25	9	6	0	0	9	6	5	4.58257569495584
C19orf35	4	4	2	2	4	4	3.33333333333333	1.15470053837925
C19orf38	0	0	0	0	0	0	0	0
C19orf40	4	0	1	0	4	1	1.66666666666667	2.08166599946613
C19orf43	45	41	15	15	45	41	33.6666666666667	16.2890556304942
C19orf44	4	1	2	1	4	2	2.33333333333333	1.52752523165195
C19orf45	0	0	0	0	0	0	0	0
C19orf47	1	1	0	0	1	1	0.666666666666667	0.577350269189626
C19orf48	7	3	3	3	7	3	4.33333333333333	2.3094010767585
C19orf52	3	0	0	0	3	0	1	1.73205080756888
C19orf53	609	495	193	193	609	495	432.333333333333	214.96356280387
C19orf54	2	5	2	2	5	2	3	1.73205080756888
C19orf55	1	1	1	1	1	1	1	0
C19orf57	0	0	0	0	0	0	0	0
C19orf60	9	15	8	8	15	9	10.6666666666667	3.78593889720018
C19orf66	3	7	2	2	7	3	4	2.64575131106459
C19orf67	0	0	0	0	0	0	0	0
C19orf70	58	30	15	15	58	30	34.3333333333333	21.8250620464945
C19orf71	0	0	0	0	0	0	0	0
C19orf73	0	0	0	0	0	0	0	0
C19orf77	0	0	0	0	0	0	0	0
C19orf80	0	0	0	0	0	0	0	0
C19orf81	0	0	0	0	0	0	0	0
C19orf82	17	27	1	1	27	17	15	13.114877048604
C1D	101	94	30	30	101	94	75	39.1279950930277
C1GALT1	37	31	11	11	37	31	26.3333333333333	13.6137185711081
C1GALT1C1	73	59	16	16	73	59	49.3333333333333	29.7040962382856
C1orf100	0	0	0	0	0	0	0	0
C1orf101	1	1	0	0	1	1	0.666666666666667	0.577350269189626
C1orf106	6	4	1	1	6	4	3.66666666666667	2.51661147842358
C1orf109	17	10	5	5	17	10	10.6666666666667	6.02771377334171
C1orf110	4	1	1	1	4	1	2	1.73205080756888
C1orf112	5	0	1	0	5	1	2	2.64575131106459
C1orf115	0	0	0	0	0	0	0	0
C1orf122	39	48	34	34	48	39	40.3333333333333	7.09459888459759
C1orf123	106	79	31	31	106	79	72	37.9868398264452
C1orf131	47	35	18	18	47	35	33.3333333333333	14.5716619962629
C1orf140	1	3	2	1	3	2	2	1
C1orf141	0	0	0	0	0	0	0	0
C1orf145	0	0	0	0	0	0	0	0
C1orf148	0	0	0	0	0	0	0	0
C1orf159	2	1	0	0	2	1	1	1
C1orf162	0	0	0	0	0	0	0	0
C1orf170	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C1orf173	0	0	0	0	0	0	0	0
C1orf174	56	39	21	21	56	39	38.6666666666667	17.5023807904334
C1orf186	0	0	0	0	0	0	0	0
C1orf191	0	0	0	0	0	0	0	0
C1orf192	0	0	0	0	0	0	0	0
C1orf194	0	0	1	0	1	0	0.333333333333333	0.577350269189626
C1orf198	166	160	64	64	166	160	130	57.2363520850167
C1orf204	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C1orf21	6	7	5	5	7	6	6	1
C1orf210	3	4	1	1	4	3	2.66666666666667	1.52752523165195
C1orf213	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C1orf216	2	8	0	0	8	2	3.33333333333333	4.16333199893227
C1orf220	5	2	0	0	5	2	2.33333333333333	2.51661147842358
C1orf226	0	0	0	0	0	0	0	0
C1orf227	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C1orf228	0	0	0	0	0	0	0	0
C1orf229	3	3	1	1	3	3	2.33333333333333	1.15470053837925
C1orf233	9	4	7	4	9	7	6.66666666666667	2.51661147842358
C1orf234	0	0	0	0	0	0	0	0
C1orf27	44	42	15	15	44	42	33.6666666666667	16.1967074843418
C1orf35	12	12	6	6	12	12	10	3.46410161513775
C1orf43	66	50	20	20	66	50	45.3333333333333	23.3523731841827
C1orf50	6	7	2	2	7	6	5	2.64575131106459
C1orf51	31	15	9	9	31	15	18.3333333333333	11.3724814061547
C1orf52	41	22	14	14	41	22	25.6666666666667	13.8684293751431
C1orf53	10	7	3	3	10	7	6.66666666666667	3.51188458428425
C1orf54	56	28	7	7	56	28	30.3333333333333	24.5831920899897
C1orf56	2	1	1	1	2	1	1.33333333333333	0.577350269189626
C1orf63	19	15	9	9	19	15	14.3333333333333	5.03322295684717
C1orf74	7	4	1	1	7	4	4	3
C1orf85	98	75	31	31	98	75	68	34.0440890610984
C1orf86	13	8	0	0	13	8	7	6.557438524302
C1orf94	0	0	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0
C1QBP	18	13	4	4	18	13	11.6666666666667	7.09459888459759
C1QL2	0	0	0	0	0	0	0	0
C1QL3	0	0	0	0	0	0	0	0
C1QL4	0	0	0	0	0	0	0	0
C1QTNF1	2	2	2	2	2	2	2	0
C1QTNF1-AS1	0	0	0	0	0	0	0	0
C1QTNF2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C1QTNF3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
C1QTNF3-AMACR	0	0	0	0	0	0	0	0
C1QTNF4	0	0	0	0	0	0	0	0
C1QTNF6	6	4	4	4	6	4	4.66666666666667	1.15470053837925
C1QTNF7	3	0	0	0	3	0	1	1.73205080756888
C1QTNF9	0	0	0	0	0	0	0	0
C1QTNF9B-AS1	0	0	0	0	0	0	0	0
C1R	350	295	132	132	350	295	259	113.371072148057
C1RL	18	16	5	5	18	16	13	7
C1RL-AS1	3	3	1	1	3	3	2.33333333333333	1.15470053837925
C1S	128	103	52	52	128	103	94.3333333333333	38.7341365378568
C2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C20orf112	8	5	5	5	8	5	6	1.73205080756888
C20orf166-AS1	1	2	0	0	2	1	1	1
C20orf194	4	7	1	1	7	4	4	3
C20orf195	0	0	0	0	0	0	0	0
C20orf196	5	6	1	1	6	5	4	2.64575131106459
C20orf197	0	0	0	0	0	0	0	0
C20orf201	0	0	0	0	0	0	0	0
C20orf203	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C20orf24	0	0	0	0	0	0	0	0
C20orf26	0	0	0	0	0	0	0	0
C20orf27	7	4	1	1	7	4	4	3
C20orf96	4	6	3	3	6	4	4.33333333333333	1.52752523165195
C21orf119	5	4	1	1	5	4	3.33333333333333	2.08166599946613
C21orf2	5	2	1	1	5	2	2.66666666666667	2.08166599946613
C21orf33	22	19	6	6	22	19	15.6666666666667	8.50490054811538
C21orf37	0	0	0	0	0	0	0	0
C21orf49	2	4	0	0	4	2	2	2
C21orf58	2	0	0	0	2	0	0.666666666666667	1.15470053837925
C21orf59	22	21	11	11	22	21	18	6.08276253029822
C21orf62	47	26	15	15	47	26	29.3333333333333	16.2583311976763
C21orf67	0	0	0	0	0	0	0	0
C21orf90	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C21orf91	9	5	2	2	9	5	5.33333333333333	3.51188458428425
C22orf15	0	0	0	0	0	0	0	0
C22orf23	6	1	0	0	6	1	2.33333333333333	3.21455025366432
C22orf24	0	0	0	0	0	0	0	0
C22orf26	2	1	1	1	2	1	1.33333333333333	0.577350269189626
C22orf29	13	8	7	7	13	8	9.33333333333333	3.21455025366432
C22orf39	20	15	9	9	20	15	14.6666666666667	5.5075705472861
C22orf46	24	12	11	11	24	12	15.6666666666667	7.23417813807024
C2CD2	17	12	6	6	17	12	11.6666666666667	5.5075705472861
C2CD2L	0	0	2	0	2	0	0.666666666666667	1.15470053837925
C2CD3	3	2	2	2	3	2	2.33333333333333	0.577350269189626
C2CD4A	0	0	0	0	0	0	0	0
C2CD4B	0	0	0	0	0	0	0	0
C2CD5	7	5	1	1	7	5	4.33333333333333	3.05505046330389
C2orf15	1	1	0	0	1	1	0.666666666666667	0.577350269189626
C2orf16	0	0	0	0	0	0	0	0
C2orf27A	8	11	5	5	11	8	8	3
